,Group,Distance,Age_shield,Sample_Name,Sr,Nd,Hf,Sr_m,Nd_m,Hf_m,X_OC,X_SED,X_RC,Fd,P0,F_per,F_tot,dT_RC,Tp,d_rho_RC,d_rho_per,d_rho_c,d_rho_T,d_rho,v_p,Q_p,Q_v
250,HAWAII - HUALALAI,60,0.44,K219-R1,0.70374,5.774145095,11.1392047,0.7037400058227536,5.7745299773422065,11.139208550032627,0.04047519234611194,0.00485064893910471,0.046484956207996544,0.011381000574166376,4.280793070569292,0.02126435671661829,0.04543559669273882,12.77499524039315,1541.7488489236862,8.367292117439378,-2.3277444034572734,6.039547713982104,-18.983136043444933,-12.943588329462829,24.240341135052642,118.24443569502117,6.113541869523536
251,HAWAII - HUALALAI,60,0.44,K219-R2,0.703718,5.715623354,10.46731616,0.7037180027968378,5.715909944478026,10.46742864374876,0.04470228760766659,0.004280890499514258,0.04832440401917818,0.014200002576100056,4.156555189480141,0.017234571176000482,0.04430196996482588,14.095657173968874,1526.577837796032,8.698392723452073,-2.8987092236686642,5.799683499783409,-17.48120594180718,-11.68152244202377,21.876784224269358,106.71500004922906,5.3797791720776615
252,HAWAII - HUALALAI,60,0.44,K219-R3,0.703686,5.520550885,11.63428046,0.7036860195082848,5.52143379110484,11.632227676646565,0.05272183469252401,0.005750249171028527,0.05931596468012733,0.005770684670548328,4.495988030864277,0.03976451494258218,0.07132404380312593,16.000318058650375,1553.8728434840468,10.676873642422919,-1.1643898571555102,9.512483785267408,-20.183411504920638,-10.67092771965323,19.984174524702198,97.48284590298931,7.911887429340004
253,HAWAII - HUALALAI,60,0.44,K219-R8,0.703662,5.774145095,11.5281928,0.7036620003512919,5.776577126847666,11.526835686592307,0.0504551253472188,0.005454186874331593,0.05754537769552806,0.007235030536325064,4.430792055410579,0.03207233000911516,0.05833941532870117,15.14013127476365,1546.9445910518234,10.35816798519505,-1.4626085698810787,8.895559415313972,-19.49751451413052,-10.601955098816546,19.85500479096969,96.85275566667698,6.429689433542309
254,HAWAII - HUALALAI,60,0.44,S690-1B,0.703708,5.657101613,10.53804127,0.7037080008594133,5.6571747446225285,10.537622924447813,0.04318976016991667,0.003739968809305063,0.049268503817795156,0.012914558519533428,4.151424965841903,0.017123704831521085,0.04642301957680188,14.527098371486451,1531.9079501177346,8.868330687203128,-2.633690533146957,6.234640154056171,-18.008887061655724,-11.774246907599553,22.050435658470654,107.56207211518571,5.682094962907351
255,HAWAII - HUALALAI,60,0.44,S690-1D,0.703787,4.623217525,9.54788974,0.7037870141074622,4.623818249059906,9.54732035369043,0.05193733257759433,0.00525036257096996,0.05853526073236371,0.010038189027280434,4.279584154368083,0.021212703524595714,0.050706217239604036,15.377204708212261,1540.6755849044819,10.536346931825468,-2.0271539177792377,8.50919301404623,-18.876882905543706,-10.367689891497475,19.41628035096552,94.71265691373942,5.46493718533342
256,HAWAII - HUALALAI,60,0.44,S690-2C,0.703777,4.759768254,9.54788974,0.7037770046623212,4.760942513754479,9.546026945691478,0.04946583218390557,0.004991052794995125,0.05680743081307614,0.01192713038062929,4.201340748830216,0.018361931791444526,0.048213729974279716,15.030506773322301,1537.2183011270256,10.225337546353705,-2.4130350701742613,7.812302476179443,-18.534611811575534,-10.72230933539609,20.08040038278531,97.95223584370484,5.374041635461948
257,HAWAII - HUALALAI,60,0.44,S690-3A,0.703797,4.350116068,9.689339958,0.7037970443962467,4.35164563806784,9.687231228276532,0.04898720300185513,0.005186026240267973,0.057306370657940045,0.008220100546796673,4.308379782134349,0.022648270520654722,0.05250807131864057,15.801161539586083,1544.6104702729003,10.315146718429208,-1.6621683116645192,8.652978406764689,-19.266436557017133,-10.613458150252445,19.876547340361927,96.95784026850356,5.79328563195718
258,HAWAII - HUALALAI,60,0.44,S690-3D,0.703772,4.233072586,9.583252294,0.7037720089922871,4.234842551382329,9.58164989113352,0.051870452642488275,0.005790221289689323,0.059342625841594096,0.008415812587800105,4.373291019949424,0.027082872103094284,0.05370869772679545,16.39818019519314,1551.9586895355637,10.681672651486938,-1.698066978518476,8.983605672968462,-19.993910264020812,-11.01030459105235,20.619748750849027,100.58317833207204,6.1473213864634975
259,HAWAII - HUALALAI,60,0.44,S690-4B,0.703801,4.27208708,9.583252294,0.7038010435974721,4.273563991273152,9.579039348018027,0.04993275715125335,0.005375004029636534,0.05701243436223162,0.007347713343649443,4.310490175906328,0.022759970127223292,0.05279968581540269,15.49327157841725,1548.4610444116151,10.262238185201692,-1.4862280974109432,8.776010087790748,-19.6476433967499,-10.87163330895915,20.360049577944803,99.31636521341841,5.9671656905750785
260,HAWAII - HUALALAI,60,0.44,S690-6A,0.703683,5.67660886,10.50267871,0.7036830013834336,5.676686951729212,10.502458769955762,0.04490141352391561,0.004577730025142519,0.0498863244051267,0.010177956574602853,4.181254680534611,0.017816756820177616,0.0495360215170163,14.872577446370798,1531.794551856403,8.979538392922805,-2.0742612743297277,6.9052771185930775,-17.997660633783887,-11.09238351519081,20.77346355314891,101.33299946514339,5.7119969028393704
261,HAWAII - HUALALAI,60,0.44,S690-7A,0.703681,5.637594366,10.46731616,0.7036810049399345,5.637739434995581,10.467246053768466,0.042666847526820935,0.004382059666613071,0.04720794578815653,0.009413364236643147,4.168954547039243,0.017528661373842493,0.04628172153666714,14.40946812791977,1530.8572603274793,8.497430241868175,-1.9238459200122002,6.573584321855975,-17.904868772420446,-11.331284450564471,21.22086963742299,103.51544729732373,5.451683190221491
262,HAWAII - HUALALAI,60,0.44,S690-8A,0.703699,5.188927687,10.60876638,0.7036991298071048,5.189819506032352,10.606522637344089,0.05112545435116602,0.005047358135937197,0.05741469597076666,0.008721053812028598,4.306402197370038,0.02253847185471348,0.05311604467081598,15.422080396499126,1541.9812523977585,10.334645274738,-1.7632623205768172,8.571382954161182,-19.00614398737809,-10.434761033216907,19.541889054998205,95.32537643959009,5.761694119190047
263,HAWAII - HUALALAI,60,0.44,S690-8B,0.703693,4.954840723,10.53804127,0.703693058572026,4.958048603341063,10.53479005207931,0.049230931265006585,0.00489496547221046,0.05690886750237041,0.007309774247481587,4.300166842039709,0.022209302875288186,0.05056481331148559,15.117038139176117,1545.733617729688,10.243596150426674,-1.478716512135595,8.76487963829108,-19.377628155239105,-10.612748516948026,19.875218361647363,96.95135750750283,5.578510367511905
264,HAWAII - HUALALAI,60,0.44,S692-13,0.703767,4.798782748,10.32586594,0.7037670017973818,4.8004515219271005,10.32480819727471,0.04992470613696693,0.005393276015157513,0.05702683968242492,0.008899082973756104,4.377846086620546,0.027261303780248526,0.05230480982707627,15.615928004132194,1546.0744945822876,10.264831142836485,-1.7999974268757448,8.46483371596074,-19.41137496364647,-10.94654124768573,20.500334786515808,100.00067675967178,5.951966915734049
265,HAWAII - HUALALAI,60,0.44,S692-14,0.703768,4.623217525,10.0429655,0.7037680006727443,4.624494298308401,10.041908825827864,0.05263021831367608,0.006143492658798667,0.05939375000634266,0.008620899658933895,4.391614326516684,0.02839494248888578,0.058453840984173694,15.902883747517377,1549.2927443366043,10.690875001141679,-1.7393530653988225,8.951521935742857,-19.729981689323825,-10.778459753580968,20.18555710262466,98.46519054709238,6.549553913573494
266,HAWAII - HUALALAI,60,0.44,S692-15,0.703756,4.584203031,10.11369061,0.7037560150986597,4.585498857765405,10.107758627388765,0.052310442125983715,0.005408534358310967,0.05836886525622473,0.0067186482163400525,4.3753810946056975,0.027068933314280536,0.05620823580776018,15.980165829061798,1546.9162469689738,10.50639574612045,-1.3570317497658047,9.149363996354646,-19.49470844992841,-10.345344453573764,19.374432524513104,94.50852312715777,6.044868712915743
267,HAWAII - KOHALA,100,0.9,s_W3 [118],0.703651,7.139652381,11.42210513,0.7036510028964404,7.069411465938151,11.45007410998601,0.028096450530693727,0.0017169936864027246,0.032813162023997006,0.019257054201496104,3.788699948487214,0.011767657919308342,0.03250938977366241,9.194089877586613,1505.1985460238984,5.906369164319461,-3.9950988281227278,1.9112703361967331,-15.364656056365943,-13.45338572016921,25.19507349720243,122.90162219141622,4.546554220965271
268,HAWAII - KOHALA,100,0.9,s_W4 [118] / s_W-4 [11841],0.703652,6.769014689,11.63428046,0.7036520063922793,6.768983155555041,11.63426353171181,0.031457860949362,0.0030708181045289154,0.03487605860569262,0.0114226521352652,4.081389144054709,0.01585720169747499,0.03772142639980174,9.449239336767388,1521.3696015650244,6.277690549024672,-2.3647069982171174,3.9129835508075543,-16.965590554937414,-13.05260700412986,24.44450784653595,119.24036134856499,5.118318792357129
269,HAWAII - KOHALA,100,0.9,s_KO-CAMP [24336],0.703622,6.82753643,11.77573068,0.7036220000260058,6.82756926872506,11.775736520015231,0.030016030002535395,0.003057447718609229,0.03336145155744635,0.012028072785290424,4.078458745442275,0.015809188468023837,0.03836413462778568,9.862399733282667,1523.0973454009927,6.005061280340343,-2.4939483464040544,3.511112933936289,-17.136637194698277,-13.625524260761988,25.51744908890453,124.47417101448296,5.434011972341179
270,HAWAII - KOHALA,100,0.9,s_KO1-27 [24336],0.703696,6.612956713,11.42210513,0.7036960036198644,6.6129563498169315,11.422104719714078,0.03070442619107009,0.0029751584650292064,0.0330375039475935,0.010380096376518558,3.995407264991782,0.014666521397578392,0.03645304030621041,8.826004645970965,1521.1146660217078,5.94675071056683,-2.1529716568723773,3.7937790536944527,-16.94035193614907,-13.146572882454619,24.620484159106265,120.09877417615833,4.9818227600140945
271,HAWAII - KOHALA,100,0.9,s_KO3-6 [24336],0.703687,6.222811775,10.99775448,0.7036870047452429,6.222792400852963,10.997909324306432,0.038069259124950114,0.003569658267109823,0.043705197058483025,0.013622134355135368,4.135839024411961,0.01680515642039026,0.0453593932356375,12.291866550629228,1524.7747337808423,7.866935470526944,-2.7942435139448216,5.072691956582123,-17.30269864430339,-12.230006687721268,22.90396809975199,111.72560518200228,5.766813337173127
272,HAWAII - KOHALA,100,0.9,s_W9 [118],0.7036,6.866550924,11.66964302,0.7036000053577125,6.866544815022705,11.669693017753323,0.030523764307845508,0.0027264686168978506,0.03410269199593834,0.011411418580307392,4.103911158239341,0.016265457682444487,0.03803540580943457,9.742396857896686,1520.5367427826877,6.1384845592689015,-2.364274445510072,3.7742101137588295,-16.883137535486085,-13.108927421727255,24.54998293587589,119.7548690590546,5.183190565395027
273,HAWAII - KOHALA,100,0.9,s_MG1 [118],0.703632,6.651971207,11.42210513,0.7036320000402088,6.651970244479347,11.422106185938176,0.033536585040813485,0.0029598494907199058,0.03690039811464435,0.012897144000725958,4.08184193205327,0.015878621728069413,0.03851324408247969,10.289976298919068,1518.2768613527996,6.642071660635983,-2.6643547471735354,3.9777169134624475,-16.659409273927164,-12.681692360464716,23.74987068212895,115.85191978082972,5.077258541728187
274,HAWAII - KOHALA,100,0.9,s_MG3 [118],0.703595,6.847043677,11.49283024,0.7035950042589746,6.846836963509684,11.49411733018405,0.03042162660115088,0.0026668152846937567,0.03386830027604007,0.009542677792851464,4.069334606256,0.015672298923192912,0.03772009199163134,9.506062644530271,1515.4949820968204,6.096294049687213,-1.9775792141660566,4.118714835521156,-16.38400322758522,-12.265288392064065,22.970042555098246,112.0479165159371,4.80941740375547
275,HAWAII - KOHALA,100,0.9,s_MG3A [118],0.703621,6.866550924,11.49283024,0.7036210003256649,6.8664491375583,11.493238039745375,0.028317186239257587,0.0025945963653485663,0.031409466950758816,0.012403642553183426,3.9919973950123158,0.014622787137837118,0.03582505827189612,9.096220435579088,1515.8503941790177,5.653704051136587,-2.5770138863769696,3.076690164759617,-16.419189023722755,-13.342498858963138,24.9874081053024,121.88862996734655,4.968966205228914
276,HAWAII - KOHALA,100,0.9,s_MG4A [118],0.703634,6.964087158,11.42210513,0.7036340013068654,6.962877771297139,11.4221803882813,0.029583375229448428,0.0020912739844133185,0.031723439153525684,0.0141123475336208,3.846660750328304,0.012680974134226943,0.037040639056302185,9.414103016183297,1507.667064396036,5.710219047634623,-2.9310685694271204,2.7791504782075025,-15.60903937520757,-12.829888897000068,24.027408449030357,117.20574959900244,4.940186330526189
277,HAWAII - KOHALA,100,0.9,s_MG5A [118],0.703616,7.022608899,11.45746769,0.7036159989742374,7.020674694891532,11.458779300817962,0.02705179508477641,0.0022014725852649826,0.029686174815810713,0.013564067078996342,3.8818645921336152,0.01318450307309436,0.03211443989265776,8.473973660894325,1509.9922048423216,5.3435114668459285,-2.8231206887760747,2.520390778069854,-15.83922827938984,-13.318837501319987,24.943095866193023,121.67247477057441,4.446401084867155
278,HAWAII - KOHALA,100,0.9,s_MG6A [118],0.703622,7.100637887,11.45746769,0.7036219943426801,7.095791564989918,11.46143433394413,0.02413972862083449,0.001649491581397166,0.02568932559667253,0.014972574756984859,3.7370688244180137,0.010865916010967407,0.026180118788820705,6.900430188786347,1497.9319695190256,4.624078607401056,-3.129113003237397,1.4949656041636588,-14.645264982383539,-13.15029937821988,24.627463022021942,120.13281708432778,3.5788971350417667
279,HAWAII - KOHALA,100,0.9,s_C-53 [211],0.70366,8.03698574,12.51834433,0.7036600012846468,7.955338694670047,12.562286921058373,0.019606651209571797,0.0017700192144464858,0.021542148583623823,0.018449700537718328,3.708563531054967,0.010334319822893802,0.022184628089187943,6.426771844453105,1498.5722126744367,3.8775867450522883,-3.872208557519753,0.005378187532535161,-14.708649054769237,-14.703270867236702,27.53581870427815,134.319782297928,3.3908460587899083
280,HAWAII - KOHALA,100,0.9,s_C-62 [211],0.70354,6.82753643,12.65979454,0.703539988769448,6.827635250439046,12.658783029734082,0.03682150330409513,0.0040004734862196245,0.042585144061149854,0.008268472366663275,4.371899578790745,0.026816827755817427,0.05119296507324218,12.337075900944326,1541.410913982803,7.665325931006974,-1.698058851009224,5.96726707999775,-18.949680484297506,-12.982413404299756,24.31305150212286,118.59911702048173,6.90888051815335
281,HAWAII - KOHALA,100,0.9,s_C-66 [211],0.70369,7.510290073,13.50849585,0.7036900220140327,7.510412867498118,13.508619846738764,0.028123966492806792,0.003421338796168293,0.031160253743636197,0.009186600587857438,4.32636009548343,0.02367651982251128,0.04670439501306482,8.778718711500918,1538.9932374750779,5.608845673854516,-1.9091237413458988,3.6997219325086173,-18.710330510032712,-15.010608577524096,28.111391007058703,137.1274252170103,7.287826321971447
282,HAWAII - MAHUKONA,130,0.5,s P73-4,0.703819,6.027739305,10.92702937,0.7038190000227683,6.027741118266674,10.927034771183788,0.04219852950402404,0.004025042774816292,0.046870086106023355,0.014556062989197361,4.086728724206411,0.015939102080537823,0.045552287185491994,13.11405142159336,1529.3268172254225,8.436615499084203,-2.975934189126966,5.460681309957237,-17.753354905316826,-12.292673595359588,23.02132869407605,112.29809041112365,5.821012087519484
283,HAWAII - MAHUKONA,130,0.5,s F288HW-D16-2,0.70361,6.905565418,11.9171809,0.7036100116053355,6.90556563721174,11.917179290159586,0.029000525997463507,0.0031056075342948625,0.03267322101651335,0.010130170069002457,4.114508698603581,0.01640329546848893,0.03719368984620615,9.208198280039314,1521.2710999786505,5.881179782972403,-2.101925136039959,3.779254646932444,-16.955838897886395,-13.176584250953951,24.676688496870746,120.37293905550332,5.094646693673103
284,HAWAII - MAHUKONA,130,0.5,s P73-5,0.70374,5.715623354,10.64412893,0.7037400001219212,5.715719588446392,10.644050005190579,0.04478173717654871,0.004712065511832319,0.050870639719944405,0.011139347496604769,4.203564576582239,0.018419628237142903,0.04566719964792551,13.984541519406074,1532.4309881004156,9.156715149589992,-2.2678402382470955,6.888874911342897,-18.06066782194114,-11.171792910598246,20.922178946825557,102.05843347230056,5.303581182256015
285,HAWAII - MAHUKONA,130,0.5,s P72-5,0.703555,7.061623393,12.05863112,0.7035550004715858,7.061508464897897,12.058755749871441,0.03007937744159538,0.0027856166014023024,0.03315516239001534,0.01073981685174628,4.153283327215064,0.017171739517713343,0.040023042154216246,9.709964452709674,1524.6125587511174,5.967929230202762,-2.227311474957342,3.7406177552454194,-17.28664331636062,-13.5460255611152,25.368566449084728,123.7479211802832,5.635908716363395
286,HAWAII - MAHUKONA,130,0.5,s TUIM01-D6ñ6,0.703675,5.832666836,10.64412893,0.7036750178256602,5.832669986913418,10.644113847837477,0.0440454729926191,0.00431239299956299,0.048939037656127976,0.012805867151259599,4.147176939009135,0.017037605545485814,0.047582273674873804,13.539543292563732,1530.0995655465645,8.809026778103036,-2.6124298921845552,6.19659688591848,-17.82985698910988,-11.6332601031914,21.786400048915976,106.27410584931344,5.754248222050338
287,HAWAII - MAHUKONA,130,0.5,s P65-7,0.703589,6.964087158,12.16471878,0.703589000067727,6.96408502726479,12.164715635052492,0.02962606152221075,0.0029575638686064106,0.03372135943176019,0.011100943995479501,4.166163008747091,0.01747878407135996,0.040594895692283924,9.121245148220195,1530.9358055340808,6.069844697716834,-2.300856788153373,3.7689879095634615,-17.912644747874,-14.14365683831054,26.487791324246793,129.20750250556398,5.968636133339247
288,HAWAII - MAHUKONA,130,0.5,s P65-8B,0.703584,7.022608899,12.23544389,0.7035840174969947,7.022606873881918,12.235513016708463,0.032318745342207966,0.003337029068513738,0.03500956375633252,0.011468726603871077,4.204103859286862,0.018438707124500454,0.04454795792557756,10.755218735539799,1531.957167267173,6.3017214761398535,-2.3739168643109,3.9278046118289534,-18.013759559450126,-14.085954947621172,26.379729055975794,128.68037453073728,6.523130380848757
289,HAWAII - MAHUKONA,130,0.5,s P72-7,0.703565,6.964087158,11.98790601,0.7035649959904711,6.964113445393256,11.988307163475703,0.031014789994095293,0.003003930247852956,0.03403667820818557,0.010337707633549919,4.161282021822202,0.017416962425523236,0.03999150377815286,9.055966375623008,1521.8509255230508,6.126602077473402,-2.1419640539618343,3.9846380235115677,-17.013241626782033,-13.028603603270465,24.399555039754492,119.02108146132385,5.416360584656285
290,HAWAII - MAHUKONA,130,0.5,s P75-4,0.70373,6.164290034,10.92702937,0.7037300005855636,6.1642225019368375,10.927526021491119,0.037080028335427145,0.003615145200131803,0.0424366181550215,0.013434998180200254,4.103650062016896,0.0162149627854348,0.043880550444608285,11.807717722539227,1525.1478646462938,7.63859126790387,-2.7595129617441856,4.879078306159684,-17.339638599983086,-12.460560293823402,23.335741570877534,113.83179709394253,5.6839676959027
291,HAWAII - MAHUKONA,130,0.5,s D18-6,0.703657,5.910695823,10.67949149,0.703656995515093,5.910757306905585,10.679659958930337,0.038343704965595554,0.003909216133248187,0.04153640413881998,0.009637399171867927,4.098272880391773,0.016126819892590127,0.042252428591318184,13.012484777551656,1522.4286331687272,7.476552744987597,-1.981357148846381,5.495195596141215,-17.07043468370399,-11.575239087562775,21.677740133594146,105.74406255089967,5.084211514217119
292,HAWAII - MAHUKONA,130,0.5,s P72-8,0.703557,7.139652381,11.98790601,0.7035570000283928,7.139652594519759,11.98804274348634,0.02822910280666749,0.002416089339269934,0.03113480864528717,0.012740163279296316,4.038077415843233,0.015232190195494875,0.034384735184161797,8.801411179785507,1512.2271595067277,5.604265556151691,-2.647680907332685,2.956584648819006,-16.060488791166048,-13.10390414234704,24.540575497791973,119.70897955604097,4.683907983435288
293,HAWAII - MAHUKONA,130,0.5,s P65-5,0.703565,6.925072664,11.84645579,0.7035649787274905,6.924947031620048,11.846715265084567,0.030808724553318213,0.0028302222835352537,0.03379585072819598,0.008124361218539041,4.1616025251846365,0.017351665642721437,0.03729930803485889,10.118526036573153,1522.8270542221605,6.083253131075276,-1.6837802809403328,4.399472850134943,-17.109878367993893,-12.71040551785895,23.803643771366996,116.11422502468359,4.928356832138331
294,HAWAII - MAHUKONA,130,0.5,s P65-6,0.703585,7.139652381,11.84645579,0.7035850101472279,7.139381651144166,11.84688789623268,0.028058294830486517,0.0023993426272371377,0.030590521322093195,0.013169639963411596,4.039808531800067,0.015251290837087955,0.03544458456142284,8.922368567060335,1515.1936162506759,5.506293837976775,-2.738472982525258,2.7678208554515176,-16.35416800881691,-13.586347153365391,25.44407944643712,124.11627374223049,5.006042830464532
295,HAWAII - MAHUKONA,130,0.5,s P5-72-1,0.703671,5.227942181,10.11369061,0.7036710226230456,5.228085437924566,10.112957944623789,0.04868797606803206,0.004729497849011622,0.055636760304431945,0.010150615135170512,4.151630006708132,0.017127183471285466,0.0487686872543094,14.950601008767865,1536.4629184014086,10.014616854797751,-2.056168641802809,7.958448212994941,-18.459828921739454,-10.501380708744513,19.666652267485414,95.93397165588081,5.323894393266597
296,HAWAII - MAHUKONA,130,0.5,s P65-1,0.703557,6.886058171,11.77573068,0.7035569959749638,6.886055532139425,11.776017442049309,0.030091044031595363,0.0027717667264335845,0.03269818819654162,0.010948335842748857,4.121293890191424,0.016529126805835688,0.0378616536164868,9.764093816844404,1520.1432488496707,5.885673875377491,-2.2716290232901364,3.6140448520873547,-16.8441816361174,-13.230136784030046,24.77697997998721,120.86216112379239,5.207219387368913
297,HAWAII - MAHUKONA,130,0.5,s D17,0.703593,6.847043677,11.77573068,0.7035930163057995,6.847042045278661,11.775730018645021,0.030438009817928977,0.0029247433186218503,0.03350603691671568,0.010277095509016709,4.103541247633,0.016227388259256143,0.03802773311967256,10.017771532434217,1519.138589578436,6.0310866450088225,-2.1305750396276735,3.900511605381149,-16.74472036826517,-12.844208762884021,24.054226239058885,117.33656683589048,5.077497945201984
298,HAWAII - MAHUKONA,130,0.5,s P72-3,0.703643,5.130405946,10.07832806,0.7036430425724343,5.132537020258159,10.077831833223623,0.052658876870203805,0.00511740726214358,0.05833894166622226,0.008614200396634736,4.1665647567076665,0.01747869896662657,0.05037260146410621,16.541017162275196,1539.9248740428304,10.501009499920007,-1.7399504398406802,8.761059060079328,-18.802562530240213,-10.041503470160885,18.805408780767095,91.7328240929961,5.258175608415308
299,HAWAII - MAHUKONA,130,0.5,s P73-3,0.703735,6.144782787,10.89166681,0.7037349997095672,6.144780434074558,10.891808529967467,0.0387588334341987,0.0037322282443676023,0.04284809570029597,0.01414024226747767,4.108427685282962,0.01629710397972465,0.045630497636131966,12.56187622333141,1524.2029957517805,7.712657226053275,-2.9031201800119266,4.809537046041348,-17.24609657942627,-12.43655953338492,23.2907937089925,113.6125413279167,5.8992584258775445
300,HAWAII - MAHUKONA,130,0.5,s P75-1,0.703572,6.964087158,12.12935622,0.7035719998851215,6.964035093267639,12.130147815469094,0.030150263921909448,0.003098932307568524,0.033963697870258,0.009228919246689688,4.207980761679149,0.018579265635545787,0.04152744478486031,9.403405474572558,1529.6039480303318,6.113465616646439,-1.9123685341602508,4.201097082486188,-17.780790855002852,-13.579693772516663,25.43161920609499,124.05549266329804,5.862287983465995
301,MAUI - HALEAKALA,182,1.5,s_C-121 [318],0.703729,6.476405985,10.89166681,0.7037289966414499,6.475170324780354,10.892939148244531,0.030809692715747166,0.002533608600872249,0.034446662179790075,0.01305188626446504,3.951490160234594,0.014107582345408872,0.038129534475221986,10.14797185307496,1515.0463168051147,6.200399192362213,-2.703191708539602,3.4972074838226113,-16.33958536370635,-12.84237787988374,24.050797419524805,117.31984104689896,5.090364844352925
302,MAUI - HALEAKALA,182,1.5,s_C-124 [313],0.703678,6.730000195,11.1392047,0.7036779999864848,6.729547887767284,11.139360760935698,0.026891074246968794,0.0023873059493986384,0.029556219304684675,0.016056691295478768,3.854797880777959,0.012801046523838015,0.032223427447378564,8.038414732048425,1508.6170441713066,5.320119474843241,-3.342363926238904,1.9777555486043372,-15.703087372959352,-13.725331824355015,25.704365524113335,125.38594978361216,4.59765678760362
303,MAUI - HALEAKALA,182,1.5,s_C-126 [211],0.703797,6.047246552,10.57340382,0.7037970428215966,6.047146620324147,10.573575998850917,0.04098577863118728,0.0036409345164583624,0.04426960742466497,0.01627035431660406,3.9861567439024403,0.014548305123615293,0.04079270007540076,12.516796371232715,1521.7452548043634,7.968529336439695,-3.3354904693856016,4.633038867054093,-17.00278022563198,-12.369741358577887,23.165658753359118,113.00213274776705,5.245477572378944
304,MAUI - HALEAKALA,182,1.5,s_HO-21 [313],0.70375,6.242319022,11.42210513,0.7037500036278096,6.242320991704702,11.422116253948044,0.03988435927875651,0.0040315101232957,0.044210807273752956,0.012816199319450813,4.1969778394598904,0.01823329612602105,0.04457818103151623,12.700646983491168,1529.45128842158,7.957945309275532,-2.6275359398909846,5.330409369384547,-17.76567755373643,-12.435268184351884,23.288375311536672,113.60074437997537,5.762613106669755
305,MAUI - HALEAKALA,182,1.5,s_HO-23 [313],0.70381,6.105768293,10.57340382,0.7038099999795642,6.105668519684826,10.573521261441247,0.037528503920685824,0.0032294288412571272,0.0426391626576082,0.01963169415938742,3.948398168345047,0.01406831058705554,0.03896557298411991,11.86253439229887,1517.3424930669971,7.6750492783694755,-4.03144495157995,3.643604326789525,-16.566906813632716,-12.923302486843191,24.202350453272945,118.05911706836979,5.234757162232915
306,MAUI - HALEAKALA,182,1.5,s_HO-19 [313],0.70379,6.242319022,11.06847959,0.7037899845877729,6.2423417052716275,11.068579384220694,0.0362099298790705,0.00361488342248669,0.03873527159712076,0.01403439696074121,4.106516165938802,0.016273778172843787,0.04362266169487125,11.662584577357842,1524.2111931740662,6.972348887481736,-2.8937703329031126,4.078578554578623,-17.246908124232558,-13.168329569653935,24.661229391900758,120.2975295085278,5.971518905924721
307,MAUI - HALEAKALA,182,1.5,s_HO-12 [313],0.70364,6.242319022,11.35138002,0.7036400089210341,6.242419146979826,11.351344425954732,0.03554998441067336,0.003844344510376448,0.03936795773859092,0.0069543732439210585,4.223122596339377,0.019018387288669565,0.04218979611824711,11.794802105123335,1527.7351854120766,7.086232392946366,-1.4329873640845592,5.653245028861807,-17.595783355795582,-11.942538326933775,22.365606483664312,109.09947607187627,5.237765293746251
308,MAUI - HALEAKALA,182,1.5,s_HO-17 [313],0.70387,5.852174083,10.67949149,0.7038700130108584,5.852199186259066,10.679464323269002,0.04385390319881512,0.004674976397650665,0.049965128541404884,0.016165830351359434,4.1320290839133955,0.016728217025702326,0.04452429718434828,13.52161412732814,1530.2321391591145,8.993723137452879,-3.2943129990932336,5.699410138359645,-17.84298177675233,-12.143571638392686,22.74209528454659,110.93598924459913,5.620636188540844
309,KAHOOLAWE,185,1.29,s_105 [216] / s_KAH 105 [18020],0.703752,5.579072625,10.46731616,0.7037520025012919,5.579106550699956,10.46720637187685,0.04635628990176978,0.004469224418888072,0.052460188803137894,0.011120224929140506,4.198472992381582,0.018275187604602075,0.04440147486513541,14.696361851967987,1532.7915035736037,9.442833984564821,-2.260155575497341,7.18267840906748,-18.096358853786764,-10.913680444719285,20.438794118379356,99.70048124940452,5.037448193235593
310,KAHOOLAWE,185,1.29,s_21 [216] / s_KAH 21 [8517],0.704161,3.979478376,7.885849674,0.7041610001766848,3.978101432718388,7.887896939615795,0.04330271278416058,0.005211990886053344,0.05295169808723432,0.013189905804214664,3.867809608539317,0.012971018463004066,0.04263357990951135,14.834382862463166,1515.4898089797807,9.531305655702178,-2.679422008321093,6.851883647381086,-16.38349108899829,-9.531607441617204,17.850491692808355,87.07473650371148,4.224350183290025
311,KAHOOLAWE,185,1.29,s_14 [216] / s_KAH 14 [8517],0.704226,3.686869672,7.638311792,0.704225986678708,3.6864305114559595,7.638722406822189,0.042007957084097075,0.005238507635864052,0.048894377058450886,0.02345738462589921,3.807249757112495,0.01207146926052258,0.042015728506423204,14.174643072502505,1515.8257628235576,8.80098787052116,-4.78559161448841,4.0153962560327505,-16.416750519532204,-12.401354263499453,23.224862397670368,113.29092825083649,5.4165527296454465
312,KAHOOLAWE,185,1.29,s_31 [216] / s_KAH 31 [8517],0.704073,4.545188538,7.744399455,0.7040730003146011,4.29108016777376,8.064672690111331,0.02854857185282539,0.0032257215541638107,0.03175387201831509,0.020299169077113426,3.569978785316427,0.007586158511602537,0.02767031401338604,9.020194818615806,1490.8190950653418,5.715696963296716,-4.215909954004455,1.4997870092922607,-13.941090411468839,-12.441303402176578,23.29967787580024,113.65587831253043,3.5786723033921386
